NU_INSCRICAO,NU_NOTA_MT
f97828327a4314a4678a907d32d289e43235a80f,0.262609
46ef075a91ce3096159d24ef137e502955a2e92a,453.82422
525cdb6a9a5f67818cf00847195ba88f8fe91978,0.62227964
0fd2ebb2cba41467a2f1f064879e27c14671db11,445.37048
1a4a64788e42e62aebaf976e118e4312f271be20,531.2878
53c0a7d0d86fd533212fc581cf32c5cccadc294a,0.5173792
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,492.39706
fb888df8e882e6c0d8422fbd16748fe087fba56a,0.2128824
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,433.59918
268cf78cf0732bf2305b70f7e0d213f9d4426fb9,0.262609
d920d310fa85f5d607cddd3f366d1fb4901372da,452.63928
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,457.68323
15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,0.62227964
ba01e15e5a2f24d0dd9b724618655a329ad61213,449.39062
dbeac2f05498472ec708163898309999efef03f2,417.16345
31782322f561ad5f596f6ae148c8204fad23705f,0.59383327
bfd9561d59f723b856dbcc1ce674e11bba238a99,0.62227964
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,556.5216
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,448.94046
825b9a5eb0d8725082051b41e082aed01dc9be7e,423.13635
67d77c90ad21e26bfc94677547f6910b01dc1d32,431.96393
5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,0.2128824
74271d115ce6ed32aa2aa834385200a606c62bce,407.8576
6efd349903f7b391b6f920cc76de7b507258a8c9,428.87402
e85ffa10d21d03b9b4e925b5808dde341be4a62e,0.2128824
c0934de7b64b1ea909ce77c97580606e18936874,602.29614
f81906feca10f1eeb5153e9f662a06040dc795c9,536.1753
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,430.53085
2ad02e38865830766bb87531dcb154852364eb39,502.64774
e2a2e25e4621145f30dd816bb0524080d0d0fe6e,0.2128824
f986cc713f62755c8e4e47a388f9775fe2f46b40,430.62607
143481c553f2f07d71a7b02d4364cf716eb213c3,497.37735
7c2c0ca131808098924fa3305efe67029c95e527,478.4115
862074b9b6dcb5e90476279725b9d0aa991f1e86,415.05786
a5873b09206a34e65ff84c5d12d27998701220b4,410.6041
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,435.71802
cd532929efcd6be773ba62fc83c631a77eb24e94,671.3486
64a70bc39c408304ecb8e572765315a3896ff833,447.07126
5573caf7f47589820461e64565f85c11bf9f122b,435.94452
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,621.25024
e7f989fad23aa525007003e7d1382ae56c9947f5,453.76437
44b8f6f734d554fec0da2e60da8d27868798c802,469.53314
ae0ce3518210a23804d30a83c92f5c2da6fe1382,0.21452129
34d6082a74330b3f5bc565fc573674afaa03f661,804.2706
d25c087f96c3997d6328b953d4a710d27ef5838a,490.97623
0e916480daf872f3cfd63c9decda513616804b6a,0.62227964
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,0.62227964
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,463.2036
e447d3f2d58677fd267d7a03f501ef642a1d4e06,423.46545
fbe1950b1a096572f21ea11345473fefcba6c84c,474.61163
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,0.62227964
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,427.62878
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,0.59383327
48bb95f95bf1597bd67366fb50610ada3df98863,440.31357
51ae593280f360e68b5400abcbb0d37f1ecade71,839.3477
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,0.2128824
d306f972ccb66cdd4b336af47af14e1bf8240cec,0.62227964
8a1a696322f3f7e0861982fbca06cdbb039832d9,0.62227964
6058199e6bda1e0af51a1186b65ff76d4fe4035c,526.7876
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,436.12683
31a4df5d818242efa0d50309c9bd5e503d3811fe,432.76984
89c71043264315c4e0eea0f8775363a12dc82061,439.3261
81d76646552b14b85adb5d258e5a135fd7ddb86a,460.307
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,0.62227964
b63eff83ebc02e1bc7a73477edda3b76a05571b6,0.5173792
c4a3b96cff4393b06246604527f1a558ad8b66b3,545.09485
dc284de80ad0db4a78bee253f995f0920e340cfa,0.59383327
45eab0d008b4971810ca4b2d7b735916d9991a9a,661.39105
982fd0566d5924b506fe1477fda3513984c4c702,572.15125
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,507.5708
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,428.71085
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,0.06077805
8cadd025151167286941b7d4f113e0335e046bbb,554.63196
412696b14eed4da0a81260862fbe1855d8fc75a1,0.62227964
6629196865947bb489338e3fa1c9f0e56614ee72,500.95306
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,400.3361
bff7d200b32aa005540af908fb325a46ca9bb742,430.43222
22a2734a900eec40dd32ef379894cfafe40c63c6,0.262609
edfe4f7961749b29d0bcb06933f1a8710846e116,6.4940267
5d42040f9935aff1dabc32c4f5a578148138e1af,419.82224
bd01964e27b0e530ca458b382b07493aeb48a2ef,440.72766
6588cdc7aef843b1775104bc38017bb3f808c7bc,439.18213
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,580.3427
1d705b7b461dfd626645d5df319ab733c1c1ca73,460.11697
106b58912414f794e754883865bf6e4cf68adfbc,451.21347
308f5a51e95317261a7d66fa83feaf3504542cbe,0.48814008
973c923e39db780e329a64c6049dc85d9be17978,412.79626
19dd82f8d74cf3f076d24e9985dae14d95a9318a,1.1688551
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,438.64496
7f9879b40a268318e2a969e73156aa9df7a48c13,517.2334
3060b85e8d3e20b11f4391e64c6f916cede388c5,0.262609
866d7784ed1380003929da44f965aef9339702f9,606.5775
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,457.50143
032ef02de121b7ab5f2ee4ffab719f464050f862,0.62227964
68040110ffe6ecacbbff5e21086c8c416132a22c,0.62227964
f66562b958e6349449b87fea0a01fab214f6ec8b,404.23227
beefc7a89a2d9882e5983d80e356f8b7c23994f7,479.44644
82d7709a8445664e93038482fbfee478e8a40273,486.05252
e3929d32c498f8e45ae326017cf7c60308880d94,606.33356
9da35674034a0a1373298436fdfb2f1d840a6da2,438.8966
6d980e58439452168c46e569c5671e7820d0800b,0.62227964
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,427.10147
2f8e05c2d702db25093589b14295ab88abf009e0,0.5173792
407861b22074fd4b864404e8ef0942947c9ec7d7,0.62227964
d426e04457c4fc8b4068a7da6805a7ab8e07224d,445.51733
70aa6679bdb9627324f6626534a7709cdcbdb0f8,0.5173792
f5c04dc290d6706af8214800e25be19129dc9f7b,431.1691
cd20ace0b8fb57cecb028764042f1c7851d39507,414.2646
eb5f0ef501357740c2ac626bf1ce233475aa47af,476.67606
0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,0.5441067
383f9cdf1c3d46a2cd312345792cf74f15e4b746,537.8018
c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,0.62227964
fe23ba819708fa369addcf9e6dcc7657cab3a96a,473.89545
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,612.2476
c4e415962974bee4963519523194e05c3638dd39,0.62227964
d50835b7ccba559c85daac789b52a4dd31e98eb9,2.608417
b0e8139fa43e8c764878dcd69f3548d74353d838,453.864
e023d054a9a69d221946660afd3b8cabfcd05230,0.62227964
9284a89fdbdd88fe9877dad42e9984e7e2484e20,449.4923
f4c4cee74ce9ede036564ef9b80aba39c768e126,416.0055
b1b16d232ac65293996ef45fcac75a0fca3e7325,0.5173792
b8fb9eb73a9f599896d49678bdab39e07479b2ba,432.4822
c04b0546f83b9eb90d11ca7597181b9ef956a80a,0.63907707
bee771ff249f080561ad1b67c3a0050a3ab89b32,468.90036
b1cb99c8b63b442384c0af490ca27366e5a91489,0.262609
809ec35d37a181001a42e6340709505e78a2c577,430.65143
67da0b704f0c6cc6037509ab516aaaf58fd950b0,464.2713
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,444.6845
4617bca8992d06315c5592eb69d2493ac7ddf543,0.262609
60290f6053f0e9a625bc9d2f699ca507e8985292,434.96616
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,472.7673
89d16717c0a898a0955477e778e309036aa6e584,0.62227964
151d112bc6f05c1069b4b743f73f92a08826741e,0.62227964
a90416a3b247048aaff99c5f2f88a45e2dc20046,0.09176701
4dff8608a5941c894c2f71aae910da722b5b2b2d,429.96512
67833093fd0fde740199378acf55c33de750736f,449.805
23c6b7ea47102c0ba28ac805a03304d515494ecd,508.35413
685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,0.62227964
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,430.71613
68b155dada9a40aafaaa7714e063a432dd8275d6,426.34265
bd21086734939a7c2bc239854d12d7b8b2009fd6,0.262609
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,633.2738
04df4468d9913083f7984969a8b2892f210b4193,423.26282
cc2a0d12abf9b0917d668bec85e91fafddac7c45,541.0613
3c5e07f1980f7cd16cd801e5f1b4f02825274201,0.2128824
e9b1849607e9d8ab47b7fc39be369805313dda59,414.70404
f4908c99ff49fb68410ac0d479e7def865dbff16,0.06077805
4fd6d0176a158a7e6c0e74ab3b5559ffad569413,0.62227964
8919315667eed33ef7df11b0dcfc40d6d69163b8,0.62227964
0adec45c06749fe632ed2304c345b14418d15871,0.59383327
95a22a438d6ae5aae37830d6a7fc74e75fc981af,449.79095
27584421ac81833fb4ccf564a6fcdd4ac2b698be,525.312
e720fd525ae844a709b93fdb28f7914c48d8160d,502.4002
24fa503c4c1225e71a37fe92b354c626e099cbb6,665.4792
6af857c10637e8e60ee8723080d306cf45181a2f,609.0617
4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43,0.262609
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,454.90573
fe61cad7894d78b02178a3eb5ec99ffdb5351160,0.09176701
b47ef6a5c4acfbd675d3b3946bc23a9749703fdd,0.62227964
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,454.4466
3a9507cc35b592af5172dd8ebb28cc89827e3f68,423.91632
132375a118767bda43cef7d17fb9ee7e3910fda6,2.9429169
551f1885fa0f60bb05f612a39cafe53130ac961e,416.88214
399626499b7dfe518b8a4a57b801dae132f325db,0.62227964
cc3750ac71c85cc688659b3eb20dc112738eb623,692.9075
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,436.58145
9c87e30e40e82eba487a7fb0b594eb881db74389,426.17157
dfa9e94c4a431aff8ee89b047cc66d0c7e44988b,0.59383327
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,437.00958
f3931aca05bc6c99fe0c03619fc54098c0c515ef,0.62227964
16f6526457cc7d849c2a9829efa0e021c78353f0,518.6489
74b0cbfbe74747c9780b564db3e624d3c19878a2,438.50546
fc67a6d22a9d1beadaf42cd714789d5749800b19,423.11603
d0c7acbad13d292e637f23633da232e29186e20c,453.19897
b921a4ac834cc1109c06e7c1de9439c0daf16e06,520.7811
e31ee5529458da77ca3239ca06f64465e737e454,443.57993
7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d,0.59383327
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,450.74008
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,552.1341
b095a86f58a41adaf4197caac4b38de0a96a4058,2.5788584
05a25962f9f30d8544842ec3d79244e99d11017b,695.64777
458f801c533d802e3655e9bbced52ee22826f197,475.7668
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,442.60324
293ffd1359a352518d31928214161b644128851e,525.01196
95068b8d72613d8b51b22243060dd50a498e4dbf,466.1652
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,419.3362
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,451.75247
758e005c28f680380e79d7935f29ce42c3b49dfe,505.26874
881348d182c96239cf7f78a13cefa5adb47fb752,0.262609
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,467.42264
88bf2ee39f502979c06148c8ed9ad29b2df033a0,0.2128824
52a23c1eb5ea201859a91a6cb70114032878f7da,413.3154
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,573.72375
7361dcd9f215eaa06f5ebb15438e19a7113cee0a,0.62227964
6dccb96a95dd55aeed519fcfaf84d26493df68fe,0.62227964
ec12ea01cda3dcf0c6271ea7140c656f4774264b,457.8676
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,509.94598
c62671ce23840752f47d376866a2f2e0bb5a8248,0.59383327
131010225a14ea18fa1748a59efd6413fc0eb338,452.2484
a2b095e8fed2a3edb2a751b5e1e71336757e278d,432.68216
766e70bac5c7e88381749ba3f140e03132b0858e,427.74066
92f75ecf86b6e027c977162cc4297db8d280b2be,470.37698
a2b2a641336472d368c2c4b2253e9455fd58d688,0.2128824
a3af6be26868494212d438ddc80ba11e55d7261c,510.90085
a9442d2d488ad2b163e4b3b0904c5199ce2e6547,0.59383327
822f4e8f415d032b8f75c14aabc5dda8f2c9b352,0.62227964
defb13732108dd8d257e70b84e439d9020576209,487.414
44da0e8cd06e7ef15f8276bdf5a7ddd2af3c2bf4,0.5441067
8120c2970d5087725caa5d3d87fcfb24155d181b,417.8362
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,538.2868
95ced045710caddbab17dd0552eed9f15d76b4b8,568.0085
629fba23b8937cd3f4ae214255cc9b01b601dc9d,2.9768736
17cafdecd37633480065ba97838ed940156e0a07,468.07004
6c0dfc8194ddb5a42d67afaa87a147a3d8fd0280,0.62227964
39342260b5d0b77e66491fa443ba490d843c00f9,0.62227964
95dbcd144e591c2694acc9bc942726784469d0f8,0.62227964
5f553236d725160fdbff443604199b293f1f44ce,463.75058
869b7dfefe247dfa859db744c33c2678411dd945,486.0968
4f718d14fd2f4506b47f244ff6ba9989cf256207,0.5173792
c910640a6e6c25b259dfcc4990f2899245e988ca,434.4415
c9210ff822feac437edffb18dda200a8f3ea1a59,474.3983
e18348afecf00cc3d88f3ba48351ce1843f220a0,454.8937
5954217e13179b6043acc782e102668a2612a8e4,441.2794
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,448.2135
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,429.78473
ecc5e4f34e3b99b1b80f9e38a37b98a6e5d6a547,0.262609
1b9c7df10bd386010ef382f8b2e1d7bf6b926a8a,0.262609
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,482.66437
a7275f430267de859f35ff4b68e4a276e5be7279,440.03754
5d8539ebe86a27c576d5f46bcba6ba71031a0143,0.262609
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,452.8082
870a45c11058f7dfab6d067039447ce546c208b4,0.2128824
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,496.5283
812dad3abf68e537e7a5f58627c83daea4375233,458.3776
03d57928e7232e9c4ec2bbcd08b78d6848d77ff2,0.032331765
8b9fea02641babf2396079c6edfed9abb45117bf,461.19952
b1cfb0fc5ea5e6e324f01264006ddf38c478a9e4,0.59383327
d8788a6c3e384b392b77f519451fed79c34453a2,678.958
1e6d53083bfb60a532c211edc06a3b3122eaa340,427.4125
67c6e2c1d6737147e2585acdaad8d38d14c09c4f,0.262609
1db27ec90efad017f1e8e8998389d75f98149663,439.24683
ee22b8c134e9178600d57236685e0822b2034601,618.14795
b03c5ebab160571176fd665bad3b559d23d28f4d,518.9959
018c21da2ea1df6cc5d00ce480c48672c234ddb5,528.49097
5a71e57629eb2d9b1281fa0acf78fc410f82233a,429.2347
63add5acaf261ef36ff419c5cf3301d8b1a91b06,435.85968
5b7f5fb34de0f846635830319871e2bdd06857b1,464.00452
e074b29573906c0b39248900a4d73df3a44cb72f,452.15723
b531258b394067bfd55762aecedc84154e145dbd,0.262609
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,469.1455
6581d33040854c49896098641bd48cca28d0bfb1,437.3775
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,530.4733
07333b87f6d8b5cf5c7022761b649115d184b038,0.62227964
9f92a391a271d11a1530427da3a2cfec21c57679,0.62227964
e5129f4e0fead85906b2b0ef48b253420c85060e,429.9677
e6a92b275fb840ad324abb74e09a4d3517e7785a,0.09176701
64a758225c8fee36cfc6a33f8ce52435bee3f22b,523.2353
7866c1a752ede108330f59479ba22bbe27e24959,461.69083
e2d2423c2aa3c3191363bccba383a85740b6003a,469.7564
e26a4055e714830a051bbd4118cb4e10cfe613f9,453.33566
a2a35215a2bacc65b551efa3a17f34c5566ba27b,429.91568
9e53b4840e7a00693adbb1eb46654e76c8309a61,466.93732
ed93af2a0aa97c2b5e891d2ffec52090d447b8d4,0.2128824
4665254e0bacb0ecb8a006903b69fa80b51490d5,486.4921
64a6357ce0328ec2be2d70104169f3b044bc3e98,0.4889329
166fb0fa70c428f172f3fcb85eddff4b3ca33545,518.5316
b7e544c21d1ff99ef7b6d78a86b325c0645c9160,0.262609
766c88ba88b04bd663ed05616d542db453b12cd5,0.5173792
16ba4511e82380eebd8917142d36a7f2ca28afd9,423.2895
d03bea3b98a10800cf21885099655d78156b34c9,0.262609
cf8eb8667a6230dc65850cccf3a1abf21ba8391a,0.62227964
b9ceb5058547f7ba48f2fc6323c2dad311e83349,0.5173792
1605b2665d898bf88f2d12046ffc219fc98011dd,0.262609
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,429.33698
2b40888cb9a0fa0aca9642febd79836b4a71723b,0.5173792
3783d0f562e9914300b98214cbf59c47df628116,431.30032
6259df3d2eb137841e632a56f2f7cca3e3ff4172,455.0429
89b4c8805837e713f9a730c673c222d2fe78bd69,406.96262
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,592.5874
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,426.45856
c90b14063cc4b109019cacd40eba1359439a23a8,438.69135
ae4b34c351e6200ec8d84d3b0681e0789dfa1acd,0.262609
49412082f17170a1b1a7a0f4811fc3f84cab68d7,436.74927
9f8d3b5c8003823b00814d8650478f4a4123310e,516.83246
8e56d9484341a1aa78b2e5aa5fcd3983f3f2bcdd,0.62227964
973f904d79c6d3556de58dd6a26972c4d1f519ac,442.31302
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,486.7036
236ccca2305d258085cfccd31359d025e8c2ef03,464.67273
6e6e61a418676943dab9187c8c0a7c7608796ef3,3.0337303
00a65504314fd5a7c062943e9b5f2a282c43c96b,0.59383327
35c68cb7b68131dd4395dbaaceafc098adb26efe,504.28622
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,432.07166
39f3b003b013995457d88d0f976e589375ea381c,565.7162
be2efc5d7aac68e406e259efd6a1383b0535d030,529.87933
05654f1872402567f29cb0dbd2b6a67ca962ba20,429.8148
01ef84ddbd815b848e2791e31d1e1fb530af0800,450.91647
c617565d917710c71fc918bbd53a980d54c98b01,0.09176701
0347f75702f7a58defa7830fd2160be814ee63d7,464.8162
e9f4a7e0f743c19594d064f493acc7da5705cb97,541.28613
cbc361742d9f5471b72c408c86a163a3a0babdde,430.50922
51a5c6236ca8dc5f31f3a163b32f27117200f21d,0.5441067
1d2002450bef0d038cfff583a8a45c1152adff4f,586.91565
4028ff6efc6f00b3024a6e07394d97b5d05f52d4,424.43344
b935e46f14ef9cabe4855d768f80a882afc5bbf3,505.53253
dd89be9611dd1e70f883c325c3de4bfd4beddd54,633.55115
7a6f4434324d90047db1434d2218b125200749d1,554.47943
1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,512.9523
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,682.96356
b87878311a2b2974047b44213c352effc62b8ba2,0.5173792
53758d4e489f33ad1709258781c0db4fab9b5803,464.84372
f9cd9be6a34c973e4e837fcfc8da5343b0e6d475,0.62227964
4d1782421e1635415765058a400cbf70e2efc504,471.87152
8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,453.82697
79a6eeecf9786ed8a4c097c4eeb0ea5947796552,0.262609
09985e3d85e82b3a084a6854d96f6eaaab8d8273,455.49268
16d75e63608ef1837ee0170830e58cb7d368a3a0,0.62227964
52e6e0e10f90361c2ff44016e514330a60be586e,437.37894
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,471.04996
4496d0d42a729a789643e669e0f73b068777f1d7,450.47736
0e62088a0bd61cefe0756a63c5af7132651e9eea,437.64737
cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,453.69547
d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,433.6983
c16dc22c158d28ef77c69463309bd08d7c5b6736,432.67056
62f07fb05c1335d56823a296968f0052ef393852,522.8505
c921879f4f48c0cc5ba092b03e62973976c85a17,443.00406
47dcb66bc3da745b5b5998bcf2a5a8e2b228d3d3,0.62227964
f9503cf91610c5dee9a59c9e20c3b147db7b8f31,546.7202
fee103a972b59d0ccba0feb8675a40a245112360,427.81976
49aafbfd3dc45435f5e1755a2e0723967d683a6c,611.6881
cb4d8a04111bde60ff9e4f196f92717262918824,0.262609
7c3a4910d03e83a50d81e96e6707d17f85205a9d,0.5173792
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,557.55475
65b711ff6055c05fb83d01e46da49803d9dab58f,470.71817
a6edeceb9d45fdd9f131984206250b116b0b94db,599.13226
6cef00b0aa918bae22743dc4934c2d853e005135,0.2128824
a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,478.7725
0f73a216f0e2a2af8814d6faa530648df17cfe37,506.2366
eca7b9fb647b11d556338ead147b829adeaee4b5,425.07315
44881e8cfb00fdf360956e521c2250fba8d09d44,0.09176701
e5c708d08a060f7451495235140f8ed5fc6c65e2,0.62227964
9d86872c99e4afc37f1c6b01357a3128f947cd87,488.38345
34e428fff9d5931c622b15ee18951f781dbc571b,443.99255
6b10ac235069fa3fa257149b095e113710721781,440.21164
6dd3df00297de5fc127deb03d1cb76ab9385d496,435.31894
f578deabf3afe98992b136729474b1ed461bd6a3,574.8153
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,699.63794
7271ee9d0c25df94c37e8b50b63d8cc893127247,0.5441067
e1526ef25f838eeb588fa4f3df0cc514376901e0,455.6311
f2b7d6d8635b65fb4730a3860998148f83cbf92a,448.8163
05fb2b3c3cb1085375bf04a0c773f1de17a9a939,497.52426
9943ea95b914e7b37549437fb292ce9608f10d41,493.55377
7d93473c5e877b59586deaaf559da053dbc9a7bc,467.57193
e65ba317385a51e76379f53a718b43678d468a17,473.99768
cb8a7c0c876d287354b99b4480e0c5fe360583b7,452.43997
259303751b8f314105e5889e30e02c3c1a887c5a,517.5409
aa701809f8f15da8064b7426a090ac6911849179,0.62227964
62121076b2a2fc75f121ebb3d01af8a0f7b791be,443.0986
c80f7b579f91b8d02382fe242062f2d75f271bb0,473.3374
901027c8d499d895e0022de833e1a05800e0dff9,438.62448
e63c018e3539baa1a5480a84bc7d83d5dd428c18,417.7174
e528dded38c29bfa162f96d188ac46608a61695d,0.262609
07c8954960c4774f911f34fc6ed6ecc80c418b3a,679.4091
9e2062dc6d250c372a5bb85c607d0db2d0af88c6,0.62227964
addaffc4a499dbafbd55194706f75a50c1359f20,439.97906
516d042816262622b22ebecf129efc7b4869b0b1,0.62227964
d8d0b37b552dbfb590ffe86600f0b8ea379039ba,442.46075
6aba74ebcbbdb7b9f2a4483adeb769de06403004,458.90582
d3380c010e39f08a398b07639fe9f091f9d6ebad,458.28195
3245e67245c8ca0c162e45db30153c4a3870b113,486.5273
a6974a55b57dc4b4470715e8730c7a97bd6a91e7,0.2128824
37b44770511dcfd53cb5b84729e675c0052bec0e,508.1811
ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,438.41696
a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,422.25055
215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,461.43185
b64011aecd45ea9d1b33de793e4cda3fce49bd3f,414.16052
526bee426ddf585c34ca727fe5fa3e4d51311317,0.262609
27efa149460fd0952df3acd2b9b552baf5fc5dda,463.3144
3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,593.6349
c5501d10debc09cd5ddbf04f39e1cb01334a14b1,443.72714
3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,452.37686
0654c8263516d72be6891a0ecca904f41c4d10b1,535.3181
69a4a6042373b49e3abeb16903d90be32f41ed26,444.59265
616bbfe0981ef042ee18789c4f274cd4313e978f,0.262609
13e63a71fb77662ab84453e0c0b0719e52042682,0.2128824
35e66128c079d902484cba327f1d99d9a50f8e70,423.0981
24507171dec4cee2f64c8819f2f0c33882138078,567.7545
2b4d8064f7e475bc6707f0eb0a5935d7b16e6a2e,0.5441067
425b9425691ab3a12a19eb8553e6a66340827e6f,724.91504
331cfb9e53861cd1304a66385b1f91bd844f9ae7,447.81525
7d20da9fad6951e92128cb96ed65c0274725564c,427.72675
35736d0db390f11f2655ecbdf2f4e0f95913c013,464.04965
b4e3a0b877e12f70ec2fd814a664e3830107615c,457.4315
4ce2bbeeebe7044e1085e40b09f13f2586e6ab2f,0.59383327
2731e963b8636970cb7ab6505e6c434bd4577968,0.62227964
cf61d7396561b36044ea119b74c7ea1cc1083895,421.1371
5a8c458e9e19e15a59f06d7a86abae6207652e1b,446.95126
aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,465.42923
ab91fb38c1472e50f726f6564b128125105c423c,438.34628
81460d227c47eafc9ef1542412d5975501b3bbbc,2.608417
fe6f686f595cce82b0e423d735d93376e1078970,459.64932
ca929d2fce6afa19a2a44d7324f59b5571504a56,427.04462
355146e8b44a5170d6be887d4a885381389a88c2,478.25998
b307abb62bc1660ab857080595abca38e67569a5,456.83264
00b5f0e8ee64e0b62488691eef2331727aa5a2ce,426.83844
daca5f01d4227d57dc02b533dac9aadee17d874a,431.83054
418d7059d5266d440e6e6d952d1091955e8e096a,754.40717
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,628.846
dd447295c26e3052ce702deef90b85b2c95cc24c,0.09176701
7cfc0106adedbc2997d97ba062c2d73a315735e9,633.36975
0968f25447365f5338e2183ff45e60ac1cbc662b,461.22708
352f7e965d3694a027f36157e9096a91636b8d77,0.62227964
d8acc0be832ecf8ef434e08cdc77b83811c0a290,0.262609
40a8e7f491eef8f056f80ff22b4ec822ab44b257,491.7311
6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402,434.41824
de1775c30a3c0cb59489f59f4b79c11c5eff9e09,440.77344
3b4b91a764a8cdb63b28c49be5596cce6c591ba8,437.1434
45cc3fd14795aee372d6b11d3394e877c93c5b12,0.59383327
3f7db50e487aac041dc7a93dadc63c2b64f35f35,429.7143
f6ac8e11a2f46730b6239c8fdac72c089b098a0c,427.37018
ccfcddbccae2f62337b49b9e6657ad5b6e9a599b,0.2128824
564ef83dedb5fc55f4d18dadc833a59be5b66b93,425.52365
96edeba17eae6d08ffa866c3b1f80cf66ae98063,0.262609
6106c098236d2c2ee810d14be2e63e768e4c88a0,0.62227964
6eb99d9fcf3725c82dd85000687fea5c87ba5603,504.74124
40b19d0d687b11c151e2e52a1c45cdc228367248,445.92072
306994c5a4709fc9524805e27a94b0af37b710d6,445.27847
05f29cbe52e4638f8522b4cf7156451be52f820f,517.2864
fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,506.60764
70a2ee9298bd2f3c3285b6cc90acdec0a552af62,477.82443
bc0b0b44722657fbad3a483b828ba04879250aa9,1.8286517
9218614600ba09670b1139f9d32ce74ed37039cc,414.45782
8a2887db89c942c5db855014d17f83d72a42d1da,438.14407
